,bat_team_Chennai Super Kings,bat_team_Delhi Daredevils,bat_team_Kings XI Punjab,bat_team_Kolkata Knight Riders,bat_team_Mumbai Indians,bat_team_Rajasthan Royals,bat_team_Royal Challengers Bangalore,bat_team_Sunrisers Hyderabad,bowl_team_Chennai Super Kings,bowl_team_Delhi Daredevils,bowl_team_Kings XI Punjab,bowl_team_Kolkata Knight Riders,bowl_team_Mumbai Indians,bowl_team_Rajasthan Royals,bowl_team_Royal Challengers Bangalore,bowl_team_Sunrisers Hyderabad,overs,runs,wickets,runs_last_5,wickets_last_5
2927,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.3,82,5,38,1
2928,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.4,83,5,39,1
2929,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.5,84,5,40,0
2930,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.6,84,5,38,0
2931,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.1,84,5,37,0
2932,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.2,84,5,37,0
2933,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.3,85,5,37,0
2934,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.4,86,5,37,0
2935,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.5,86,5,36,0
2936,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13.6,87,5,36,0
2937,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.1,88,5,36,0
2938,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.2,88,6,36,1
2939,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.3,90,6,37,1
2940,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.4,91,6,38,1
2941,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.5,91,7,37,2
2942,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.6,91,7,33,2
2943,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.1,93,7,35,2
2944,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.2,95,7,36,2
2945,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.3,95,7,36,2
2946,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.4,95,7,36,2
2947,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.5,96,7,37,2
2948,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.6,96,7,37,2
2949,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.1,96,8,36,3
2950,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.2,96,8,32,3
2951,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.3,96,8,32,3
2952,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.4,96,9,26,4
2953,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.5,96,9,22,4
2954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.6,97,9,21,4
2955,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.1,97,9,20,4
2956,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.2,97,9,16,4
2957,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.2,98,9,16,4
2958,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.3,98,9,15,4
2959,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.4,98,9,14,4
2960,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.5,98,9,14,4
2961,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.6,98,9,14,4
2962,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.1,98,9,14,4
2963,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.2,99,9,14,4
2964,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.3,103,9,17,4
2965,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.4,107,9,21,4
2966,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.5,109,9,22,4
2967,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18.6,109,10,21,5
3001,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.1,20,3,19,3
3002,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.2,22,3,21,2
3003,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.3,26,3,25,1
3004,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.4,26,3,25,1
3005,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.5,26,3,25,1
3006,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5.6,26,3,25,1
3007,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.0,27,3,25,1
3008,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.1,27,3,25,1
3009,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.2,28,3,22,1
3010,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.3,28,3,22,1
3011,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.4,32,3,25,1
3012,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.5,32,3,25,1
3013,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.6,32,3,25,1
3014,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.1,32,3,23,1
3015,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.2,33,3,23,1
3016,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.3,34,3,23,1
3017,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.4,35,3,24,1
3018,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.5,36,3,25,1
3019,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7.6,40,3,25,1
3020,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.1,41,3,26,1
3021,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.2,41,3,26,0
3022,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.3,42,3,27,0
3023,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.4,42,3,27,0
3024,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.5,44,3,29,0
3025,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.6,45,3,30,0
3026,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.1,46,3,31,0
3027,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.2,47,3,32,0
3028,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.3,47,3,32,0
3029,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.4,48,3,29,0
3030,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.5,49,3,30,0
3031,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.6,51,3,31,0
3032,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.1,55,3,33,0
3033,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.2,56,3,30,0
3034,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.3,57,3,31,0
3035,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.4,57,3,31,0
3036,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.5,57,3,31,0
3037,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.6,58,3,31,0
3038,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.1,62,3,35,0
3039,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.2,63,3,35,0
3040,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.3,64,3,36,0
3041,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.4,65,3,33,0
3042,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.5,69,3,37,0
3043,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,11.6,69,3,37,0
3044,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.1,69,4,37,1
3045,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.2,70,4,37,1
3046,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.3,71,4,37,1
3047,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.4,71,4,36,1
3048,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.5,71,4,35,1
3049,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12.6,72,4,32,1
3050,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.1,76,4,35,1
3051,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.2,76,4,35,1
3052,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.3,78,4,36,1
3053,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.4,78,4,36,1
3054,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.5,79,4,35,1
3055,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.5,84,4,39,1
3056,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13.6,84,4,38,1
3057,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14.1,85,4,38,1
3058,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14.2,86,4,39,1
3059,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14.3,90,4,42,1
3060,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14.4,91,4,42,1
3061,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14.5,95,4,44,1
3062,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,14.6,97,4,42,1
3063,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15.1,98,4,42,1
3064,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15.2,98,4,41,1
3065,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15.3,98,5,41,2
3066,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15.4,98,5,41,2
3067,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15.5,98,6,40,3
3068,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,15.6,102,6,40,3
3069,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16.1,102,7,39,4
3070,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16.2,106,7,42,4
3071,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16.3,106,7,41,4
3072,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16.4,110,7,41,4
3073,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16.5,114,7,45,4
3074,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,16.6,115,7,46,3
3075,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.1,116,7,46,3
3076,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.2,116,8,45,4
3077,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.3,116,8,45,4
3078,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.4,116,8,45,4
3079,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.5,116,8,44,4
3080,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17.6,117,8,41,4
3081,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.1,118,8,42,4
3082,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.2,124,8,46,4
3083,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.3,124,9,46,5
3084,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.4,124,9,45,5
3085,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.5,125,9,41,5
3086,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18.6,126,9,42,5
3087,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19.1,126,9,41,5
3088,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,19.2,126,10,40,6
3243,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.1,35,2,35,2
3244,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.2,41,2,40,2
3245,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.3,41,2,39,2
3246,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.4,42,2,40,2
3247,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.5,42,2,39,2
3248,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5.6,48,2,43,2
3249,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.0,49,2,42,2
3250,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.1,50,2,43,2
3251,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.1,51,2,43,2
3252,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.2,51,2,39,2
3253,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.2,52,2,40,2
3254,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.3,53,2,41,2
3255,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.4,54,2,42,2
3256,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.5,54,2,42,1
3257,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.6,56,2,44,1
3258,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.1,60,2,47,1
3259,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.2,61,2,44,1
3260,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.3,62,2,41,1
3261,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.4,63,2,42,0
3262,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.5,64,2,43,0
3263,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7.6,68,2,47,0
3264,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.1,70,2,49,0
3265,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.2,71,2,46,0
3266,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.3,72,2,46,0
3267,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.4,73,2,45,0
3268,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.4,74,2,45,0
3269,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.5,74,3,44,1
3270,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8.6,74,3,43,1
3271,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.1,74,3,43,1
3272,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.2,75,3,44,1
3273,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.3,76,3,41,1
3274,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.4,77,3,36,1
3275,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.5,79,3,38,1
3276,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9.6,79,3,37,1
3277,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.1,80,3,38,1
3278,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.2,80,3,32,1
3279,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.3,81,3,32,1
3280,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.4,82,3,32,1
3281,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.5,82,4,31,2
3282,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.6,82,4,31,2
3283,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.1,82,5,30,3
3284,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.2,83,5,30,3
3285,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.3,83,5,29,3
3286,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.4,83,5,29,3
3287,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.5,84,5,28,3
3288,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.6,85,5,25,3
3289,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.1,86,5,25,3
3290,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.2,87,5,25,3
3291,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.3,87,5,24,3
3292,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.4,88,5,24,3
3293,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.4,89,5,21,3
3294,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.5,93,5,23,3
3295,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12.6,94,5,23,3
3296,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13.1,94,6,22,4
3297,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13.2,94,6,21,4
3298,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13.3,94,6,20,4
3299,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13.4,95,6,21,3
3300,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13.5,95,6,21,3
3301,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13.6,95,6,21,3
3302,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14.1,95,7,20,4
3303,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14.2,96,7,20,4
3304,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14.3,97,7,20,4
3305,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14.4,101,7,22,4
3306,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14.5,102,7,23,4
3307,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14.6,102,7,22,4
3308,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.1,102,8,22,5
3309,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.2,103,8,22,5
3310,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.3,103,8,21,5
3311,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.4,103,8,21,4
3312,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.5,103,9,21,5
3313,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15.6,103,9,21,4
3314,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16.1,103,9,20,4
3315,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16.2,103,10,20,5
3348,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.1,46,1,41,1
3349,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.2,46,2,41,2
3350,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.3,46,2,40,2
3351,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.4,50,2,43,2
3352,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.5,50,2,42,2
3353,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.6,50,2,38,2
3354,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.1,54,2,38,2
3355,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.2,55,2,39,2
3356,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.3,56,2,40,2
3357,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4,57,2,40,2
3358,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.4,58,2,40,2
3359,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.5,59,2,40,2
3360,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6.6,59,2,37,2
3361,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.1,61,2,38,2
3362,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.2,61,2,37,2
3363,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.3,62,2,34,2
3364,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.4,66,2,37,2
3365,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.5,67,2,37,2
3366,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7.6,67,2,36,2
3367,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.1,68,2,36,2
3368,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.2,72,2,39,2
3369,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.3,73,2,39,2
3370,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.4,74,2,39,2
3371,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.5,74,2,35,2
3372,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.6,74,2,34,2
3373,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.1,75,2,35,2
3374,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.2,76,2,32,2
3375,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.3,77,2,33,2
3376,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.4,81,2,36,2
3377,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.5,82,2,37,1
3378,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.6,83,2,37,1
3379,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.1,84,2,38,0
3380,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.2,85,2,39,0
3381,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.3,89,2,39,0
3382,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.4,90,2,40,0
3383,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.5,96,2,46,0
3384,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.6,97,2,43,0
3385,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.1,98,2,43,0
3386,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.2,98,2,42,0
3387,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.3,99,2,42,0
3388,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.4,99,2,41,0
3389,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.5,100,2,41,0
3390,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.6,100,2,41,0
3391,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.1,100,2,39,0
3392,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.2,101,2,40,0
3393,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.2,102,2,40,0
3394,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.3,103,2,37,0
3395,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.4,104,2,37,0
3396,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.4,105,2,38,0
3397,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.5,106,2,38,0
3398,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.6,106,2,34,0
3399,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.1,112,2,39,0
3400,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.2,113,2,39,0
3401,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.2,114,2,40,0
3402,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.3,115,2,41,0
3403,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.4,116,2,41,0
3404,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.5,117,2,41,0
3405,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13.6,119,2,42,0
3406,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.1,119,2,38,0
3407,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.2,120,2,38,0
3408,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.3,124,2,41,0
3409,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.4,128,2,44,0
3410,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.5,132,2,47,0
3411,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.6,133,2,44,0
3412,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.1,134,2,44,0
3413,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.2,136,2,40,0
3414,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.3,136,2,39,0
3415,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.4,137,2,39,0
3416,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.5,138,2,40,0
3417,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.6,139,2,40,0
3418,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.1,140,2,41,0
3419,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.2,144,2,44,0
3420,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.3,145,2,45,0
3421,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.4,149,2,49,0
3422,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.5,153,2,52,0
3423,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.6,154,2,52,0
3424,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.1,160,2,57,0
3425,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.2,161,2,57,0
3426,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.3,165,2,60,0
3427,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.4,166,2,60,0
3428,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.5,167,2,61,0
3429,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.6,167,3,55,1
3430,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.1,168,3,55,1
3431,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.2,169,3,55,1
3432,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.3,173,3,58,1
3433,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.4,175,3,59,1
3434,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.5,175,4,58,2
3435,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18.6,176,4,57,2
3436,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.1,176,5,57,3
