,date,bat_team,bowl_team,runs,wickets,overs,runs_last_5,wickets_last_5,total
20087,2010-04-17,Mumbai Indians,Royal Challengers Bangalore,183,4,19.1,60,2,191
20088,2010-04-17,Mumbai Indians,Royal Challengers Bangalore,184,4,19.2,55,2,191
20089,2010-04-17,Mumbai Indians,Royal Challengers Bangalore,186,4,19.3,51,2,191
20090,2010-04-17,Mumbai Indians,Royal Challengers Bangalore,190,4,19.4,54,2,191
20091,2010-04-17,Mumbai Indians,Royal Challengers Bangalore,191,4,19.5,54,2,191
20092,2010-04-17,Mumbai Indians,Royal Challengers Bangalore,191,4,19.6,53,2,191
20093,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,4,0,0.1,4,0,132
20094,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,4,0,0.2,4,0,132
20095,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,5,0,0.3,5,0,132
20096,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,5,0,0.4,5,0,132
20097,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,6,0,0.5,6,0,132
20098,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,6,0,0.6,6,0,132
20099,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,6,0,1.1,6,0,132
20100,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,7,0,1.2,7,0,132
20101,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,8,0,1.3,8,0,132
20102,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,8,0,1.4,8,0,132
20103,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,8,0,1.5,8,0,132
20104,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,8,0,1.6,8,0,132
20105,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,12,0,2.1,12,0,132
20106,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,13,0,2.2,13,0,132
20107,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,13,0,2.3,13,0,132
20108,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,13,0,2.4,13,0,132
20109,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,14,0,2.5,14,0,132
20110,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,14,0,2.6,14,0,132
20111,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,18,0,3.1,18,0,132
20112,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,18,0,3.2,18,0,132
20113,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,22,0,3.3,22,0,132
20114,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,22,0,3.4,22,0,132
20115,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,23,0,3.5,23,0,132
20116,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,24,0,3.6,24,0,132
20117,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,24,0,4.1,24,0,132
20118,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,24,0,4.2,24,0,132
20119,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,28,0,4.3,28,0,132
20120,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,32,0,4.4,32,0,132
20121,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,32,0,4.5,32,0,132
20122,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,32,0,4.6,32,0,132
20123,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,33,0,5.1,29,0,132
20124,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,39,0,5.2,35,0,132
20125,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,41,0,5.3,36,0,132
20126,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,45,0,5.4,40,0,132
20127,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,45,0,5.5,39,0,132
20128,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,46,0,5.6,40,0,132
20129,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,47,0,6.1,41,0,132
20130,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,48,0,6.2,41,0,132
20131,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,52,0,6.3,44,0,132
20132,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,56,0,6.4,48,0,132
20133,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,57,0,6.5,49,0,132
20134,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,57,0,6.6,49,0,132
20135,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,58,0,7.1,46,0,132
20136,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,59,0,7.2,46,0,132
20137,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,59,1,7.3,46,1,132
20138,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,59,1,7.4,46,1,132
20139,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,63,1,7.5,49,1,132
20140,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,64,1,7.6,50,1,132
20141,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,65,1,8.1,47,1,132
20142,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,65,1,8.2,47,1,132
20143,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,69,1,8.3,47,1,132
20144,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,69,2,8.4,47,2,132
20145,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,69,2,8.5,46,2,132
20146,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,69,2,8.6,45,2,132
20147,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,69,2,9.1,45,2,132
20148,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,70,2,9.2,46,2,132
20149,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,71,2,9.3,43,2,132
20150,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,71,2,9.4,39,2,132
20151,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,72,2,9.5,40,2,132
20152,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,73,2,9.6,41,2,132
20153,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,74,2,10.1,41,2,132
20154,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,74,3,10.2,35,3,132
20155,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,75,3,10.3,34,3,132
20156,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,75,3,10.4,30,3,132
20157,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,76,3,10.5,31,3,132
20158,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,77,3,10.6,31,3,132
20159,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,77,3,11.1,30,3,132
20160,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,78,3,11.2,30,3,132
20161,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,79,3,11.3,27,3,132
20162,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,79,3,11.4,23,3,132
20163,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,80,3,11.5,23,3,132
20164,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,84,3,11.6,27,3,132
20165,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,90,3,12.1,32,3,132
20166,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,92,3,12.2,33,3,132
20167,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,92,3,12.3,33,2,132
20168,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,93,3,12.4,34,2,132
20169,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,94,3,12.5,31,2,132
20170,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,96,3,12.6,32,2,132
20171,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,97,3,13.1,32,2,132
20172,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,98,3,13.2,33,2,132
20173,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,98,4,13.3,29,3,132
20174,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,99,4,13.4,30,2,132
20175,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,100,4,13.5,31,2,132
20176,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,101,4,13.6,32,2,132
20177,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,101,4,14.1,32,2,132
20178,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,101,5,14.2,31,3,132
20179,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,101,5,14.3,30,3,132
20180,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,101,5,14.4,30,3,132
20181,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,101,5,14.5,29,3,132
20182,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,101,5,14.6,28,3,132
20183,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,101,5,15.1,27,3,132
20184,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,102,5,15.2,28,2,132
20185,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,102,5,15.3,27,2,132
20186,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,103,5,15.4,28,2,132
20187,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,103,6,15.5,27,3,132
20188,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,104,6,15.6,27,3,132
20189,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,105,6,16.1,28,3,132
20190,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,106,6,16.2,28,3,132
20191,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,109,6,16.3,30,3,132
20192,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,110,6,16.4,31,3,132
20193,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,111,6,16.5,31,3,132
20194,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,112,6,16.6,28,3,132
20195,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,113,6,17.1,23,3,132
20196,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,114,6,17.2,22,3,132
20197,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,115,6,17.3,23,3,132
20198,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,115,7,17.4,22,4,132
20199,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,116,7,17.5,22,4,132
20200,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,117,7,17.6,21,4,132
20201,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,118,7,18.1,21,4,132
20202,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,120,7,18.1,22,4,132
20203,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,120,7,18.2,22,3,132
20204,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,124,7,18.3,25,3,132
20205,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,125,7,18.4,25,3,132
20206,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,125,7,18.5,24,3,132
20207,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,125,7,18.6,24,3,132
20208,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,125,7,19.1,24,2,132
20209,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,125,7,19.2,24,2,132
20210,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,126,8,19.3,25,3,132
20211,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,130,8,19.4,29,3,132
20212,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,130,9,19.5,29,4,132
20213,2010-04-17,Rajasthan Royals,Kolkata Knight Riders,132,9,19.6,31,4,132
20214,2010-04-18,Kings XI Punjab,Chennai Super Kings,1,0,0.0,1,0,192
20215,2010-04-18,Kings XI Punjab,Chennai Super Kings,2,0,0.1,2,0,192
20216,2010-04-18,Kings XI Punjab,Chennai Super Kings,2,0,0.2,2,0,192
20217,2010-04-18,Kings XI Punjab,Chennai Super Kings,2,0,0.3,2,0,192
20218,2010-04-18,Kings XI Punjab,Chennai Super Kings,3,0,0.4,3,0,192
20219,2010-04-18,Kings XI Punjab,Chennai Super Kings,9,0,0.5,9,0,192
20220,2010-04-18,Kings XI Punjab,Chennai Super Kings,15,0,0.6,15,0,192
20221,2010-04-18,Kings XI Punjab,Chennai Super Kings,15,0,1.1,15,0,192
20222,2010-04-18,Kings XI Punjab,Chennai Super Kings,16,0,1.1,16,0,192
20223,2010-04-18,Kings XI Punjab,Chennai Super Kings,20,0,1.2,20,0,192
20224,2010-04-18,Kings XI Punjab,Chennai Super Kings,20,0,1.3,20,0,192
20225,2010-04-18,Kings XI Punjab,Chennai Super Kings,20,0,1.4,20,0,192
20226,2010-04-18,Kings XI Punjab,Chennai Super Kings,21,0,1.5,21,0,192
20227,2010-04-18,Kings XI Punjab,Chennai Super Kings,21,0,1.6,21,0,192
20228,2010-04-18,Kings XI Punjab,Chennai Super Kings,25,0,2.1,25,0,192
20229,2010-04-18,Kings XI Punjab,Chennai Super Kings,26,0,2.2,26,0,192
20230,2010-04-18,Kings XI Punjab,Chennai Super Kings,30,0,2.3,30,0,192
20231,2010-04-18,Kings XI Punjab,Chennai Super Kings,30,0,2.4,30,0,192
20232,2010-04-18,Kings XI Punjab,Chennai Super Kings,34,0,2.5,34,0,192
20233,2010-04-18,Kings XI Punjab,Chennai Super Kings,34,1,2.6,34,1,192
20234,2010-04-18,Kings XI Punjab,Chennai Super Kings,34,1,3.1,34,1,192
20235,2010-04-18,Kings XI Punjab,Chennai Super Kings,34,1,3.2,34,1,192
20236,2010-04-18,Kings XI Punjab,Chennai Super Kings,34,1,3.3,34,1,192
20237,2010-04-18,Kings XI Punjab,Chennai Super Kings,35,1,3.4,35,1,192
20238,2010-04-18,Kings XI Punjab,Chennai Super Kings,36,1,3.5,36,1,192
20239,2010-04-18,Kings XI Punjab,Chennai Super Kings,36,1,3.6,36,1,192
20240,2010-04-18,Kings XI Punjab,Chennai Super Kings,36,1,4.1,36,1,192
20241,2010-04-18,Kings XI Punjab,Chennai Super Kings,40,1,4.2,40,1,192
20242,2010-04-18,Kings XI Punjab,Chennai Super Kings,41,1,4.3,41,1,192
20243,2010-04-18,Kings XI Punjab,Chennai Super Kings,43,1,4.4,43,1,192
20244,2010-04-18,Kings XI Punjab,Chennai Super Kings,43,1,4.5,42,1,192
20245,2010-04-18,Kings XI Punjab,Chennai Super Kings,43,1,4.6,41,1,192
20246,2010-04-18,Kings XI Punjab,Chennai Super Kings,44,1,5.1,42,1,192
20247,2010-04-18,Kings XI Punjab,Chennai Super Kings,44,1,5.2,42,1,192
20248,2010-04-18,Kings XI Punjab,Chennai Super Kings,45,1,5.3,42,1,192
20249,2010-04-18,Kings XI Punjab,Chennai Super Kings,45,1,5.4,36,1,192
20250,2010-04-18,Kings XI Punjab,Chennai Super Kings,49,1,5.5,34,1,192
20251,2010-04-18,Kings XI Punjab,Chennai Super Kings,49,1,5.6,34,1,192
20252,2010-04-18,Kings XI Punjab,Chennai Super Kings,50,1,6.1,34,1,192
20253,2010-04-18,Kings XI Punjab,Chennai Super Kings,54,1,6.2,34,1,192
20254,2010-04-18,Kings XI Punjab,Chennai Super Kings,54,1,6.3,34,1,192
20255,2010-04-18,Kings XI Punjab,Chennai Super Kings,54,1,6.4,34,1,192
20256,2010-04-18,Kings XI Punjab,Chennai Super Kings,54,1,6.5,33,1,192
20257,2010-04-18,Kings XI Punjab,Chennai Super Kings,58,1,6.6,37,1,192
20258,2010-04-18,Kings XI Punjab,Chennai Super Kings,58,1,7.1,33,1,192
20259,2010-04-18,Kings XI Punjab,Chennai Super Kings,59,1,7.2,33,1,192
20260,2010-04-18,Kings XI Punjab,Chennai Super Kings,60,1,7.3,30,1,192
20261,2010-04-18,Kings XI Punjab,Chennai Super Kings,61,1,7.4,31,1,192
20262,2010-04-18,Kings XI Punjab,Chennai Super Kings,62,1,7.5,28,1,192
20263,2010-04-18,Kings XI Punjab,Chennai Super Kings,62,1,7.6,28,0,192
20264,2010-04-18,Kings XI Punjab,Chennai Super Kings,63,1,8.1,29,0,192
20265,2010-04-18,Kings XI Punjab,Chennai Super Kings,67,1,8.2,33,0,192
20266,2010-04-18,Kings XI Punjab,Chennai Super Kings,71,1,8.3,37,0,192
20267,2010-04-18,Kings XI Punjab,Chennai Super Kings,72,1,8.4,37,0,192
20268,2010-04-18,Kings XI Punjab,Chennai Super Kings,73,1,8.5,37,0,192
20269,2010-04-18,Kings XI Punjab,Chennai Super Kings,74,1,8.6,38,0,192
20270,2010-04-18,Kings XI Punjab,Chennai Super Kings,74,1,9.1,38,0,192
20271,2010-04-18,Kings XI Punjab,Chennai Super Kings,75,1,9.2,35,0,192
20272,2010-04-18,Kings XI Punjab,Chennai Super Kings,79,1,9.3,38,0,192
20273,2010-04-18,Kings XI Punjab,Chennai Super Kings,81,1,9.4,38,0,192
20274,2010-04-18,Kings XI Punjab,Chennai Super Kings,82,1,9.5,39,0,192
20275,2010-04-18,Kings XI Punjab,Chennai Super Kings,86,1,9.6,43,0,192
20276,2010-04-18,Kings XI Punjab,Chennai Super Kings,86,1,10.1,42,0,192
20277,2010-04-18,Kings XI Punjab,Chennai Super Kings,87,1,10.2,43,0,192
20278,2010-04-18,Kings XI Punjab,Chennai Super Kings,88,1,10.3,43,0,192
20279,2010-04-18,Kings XI Punjab,Chennai Super Kings,90,1,10.4,45,0,192
20280,2010-04-18,Kings XI Punjab,Chennai Super Kings,90,2,10.5,41,1,192
20281,2010-04-18,Kings XI Punjab,Chennai Super Kings,90,2,10.6,41,1,192
20282,2010-04-18,Kings XI Punjab,Chennai Super Kings,90,2,11.1,40,1,192
20283,2010-04-18,Kings XI Punjab,Chennai Super Kings,91,2,11.2,37,1,192
20284,2010-04-18,Kings XI Punjab,Chennai Super Kings,92,2,11.3,38,1,192
20285,2010-04-18,Kings XI Punjab,Chennai Super Kings,93,2,11.4,39,1,192
20286,2010-04-18,Kings XI Punjab,Chennai Super Kings,93,2,11.5,39,1,192
20287,2010-04-18,Kings XI Punjab,Chennai Super Kings,93,3,11.6,35,2,192
20288,2010-04-18,Kings XI Punjab,Chennai Super Kings,94,3,12.1,36,2,192
20289,2010-04-18,Kings XI Punjab,Chennai Super Kings,95,3,12.2,36,2,192
20290,2010-04-18,Kings XI Punjab,Chennai Super Kings,101,3,12.3,41,2,192
20291,2010-04-18,Kings XI Punjab,Chennai Super Kings,102,3,12.4,41,2,192
20292,2010-04-18,Kings XI Punjab,Chennai Super Kings,103,3,12.5,41,2,192
20293,2010-04-18,Kings XI Punjab,Chennai Super Kings,107,3,12.6,45,2,192
20294,2010-04-18,Kings XI Punjab,Chennai Super Kings,108,3,13.1,45,2,192
20295,2010-04-18,Kings XI Punjab,Chennai Super Kings,114,3,13.2,47,2,192
20296,2010-04-18,Kings XI Punjab,Chennai Super Kings,115,3,13.3,44,2,192
20297,2010-04-18,Kings XI Punjab,Chennai Super Kings,116,3,13.4,44,2,192
20298,2010-04-18,Kings XI Punjab,Chennai Super Kings,120,3,13.5,47,2,192
20299,2010-04-18,Kings XI Punjab,Chennai Super Kings,121,3,13.6,47,2,192
20300,2010-04-18,Kings XI Punjab,Chennai Super Kings,122,3,14.1,48,2,192
20301,2010-04-18,Kings XI Punjab,Chennai Super Kings,123,3,14.2,48,2,192
20302,2010-04-18,Kings XI Punjab,Chennai Super Kings,129,3,14.3,50,2,192
20303,2010-04-18,Kings XI Punjab,Chennai Super Kings,130,3,14.3,49,2,192
20304,2010-04-18,Kings XI Punjab,Chennai Super Kings,130,3,14.4,48,2,192
20305,2010-04-18,Kings XI Punjab,Chennai Super Kings,130,3,14.5,44,2,192
20306,2010-04-18,Kings XI Punjab,Chennai Super Kings,131,3,14.6,45,2,192
20307,2010-04-18,Kings XI Punjab,Chennai Super Kings,132,3,15.1,45,2,192
20308,2010-04-18,Kings XI Punjab,Chennai Super Kings,136,3,15.2,48,2,192
20309,2010-04-18,Kings XI Punjab,Chennai Super Kings,137,3,15.3,47,2,192
20310,2010-04-18,Kings XI Punjab,Chennai Super Kings,138,3,15.4,48,1,192
20311,2010-04-18,Kings XI Punjab,Chennai Super Kings,138,3,15.5,48,1,192
20312,2010-04-18,Kings XI Punjab,Chennai Super Kings,139,3,15.6,49,1,192
20313,2010-04-18,Kings XI Punjab,Chennai Super Kings,141,3,16.1,50,1,192
20314,2010-04-18,Kings XI Punjab,Chennai Super Kings,143,3,16.2,51,1,192
20315,2010-04-18,Kings XI Punjab,Chennai Super Kings,143,3,16.3,50,1,192
20316,2010-04-18,Kings XI Punjab,Chennai Super Kings,143,3,16.4,50,1,192
20317,2010-04-18,Kings XI Punjab,Chennai Super Kings,145,3,16.5,52,0,192
20318,2010-04-18,Kings XI Punjab,Chennai Super Kings,146,3,16.6,52,0,192
20319,2010-04-18,Kings XI Punjab,Chennai Super Kings,146,3,17.1,51,0,192
20320,2010-04-18,Kings XI Punjab,Chennai Super Kings,150,3,17.2,49,0,192
20321,2010-04-18,Kings XI Punjab,Chennai Super Kings,151,3,17.3,49,0,192
20322,2010-04-18,Kings XI Punjab,Chennai Super Kings,152,3,17.4,49,0,192
20323,2010-04-18,Kings XI Punjab,Chennai Super Kings,153,3,17.5,46,0,192
20324,2010-04-18,Kings XI Punjab,Chennai Super Kings,157,3,17.6,49,0,192
20325,2010-04-18,Kings XI Punjab,Chennai Super Kings,158,3,18.1,44,0,192
20326,2010-04-18,Kings XI Punjab,Chennai Super Kings,164,3,18.2,49,0,192
20327,2010-04-18,Kings XI Punjab,Chennai Super Kings,165,3,18.3,49,0,192
20328,2010-04-18,Kings XI Punjab,Chennai Super Kings,169,3,18.4,49,0,192
20329,2010-04-18,Kings XI Punjab,Chennai Super Kings,170,3,18.5,49,0,192
20330,2010-04-18,Kings XI Punjab,Chennai Super Kings,176,3,18.6,54,0,192
20331,2010-04-18,Kings XI Punjab,Chennai Super Kings,178,3,19.1,55,0,192
20332,2010-04-18,Kings XI Punjab,Chennai Super Kings,182,3,19.2,53,0,192
20333,2010-04-18,Kings XI Punjab,Chennai Super Kings,184,3,19.3,54,0,192
20334,2010-04-18,Kings XI Punjab,Chennai Super Kings,190,3,19.4,60,0,192
20335,2010-04-18,Kings XI Punjab,Chennai Super Kings,191,3,19.5,61,0,192
20336,2010-04-18,Kings XI Punjab,Chennai Super Kings,192,3,19.6,61,0,192
20458,2010-04-19,Mumbai Indians,Kolkata Knight Riders,1,0,0.1,1,0,133
20459,2010-04-19,Mumbai Indians,Kolkata Knight Riders,1,0,0.2,1,0,133
20460,2010-04-19,Mumbai Indians,Kolkata Knight Riders,2,0,0.3,2,0,133
20461,2010-04-19,Mumbai Indians,Kolkata Knight Riders,2,0,0.4,2,0,133
20462,2010-04-19,Mumbai Indians,Kolkata Knight Riders,2,1,0.5,2,1,133
20463,2010-04-19,Mumbai Indians,Kolkata Knight Riders,3,1,0.6,3,1,133
20464,2010-04-19,Mumbai Indians,Kolkata Knight Riders,3,1,1.1,3,1,133
20465,2010-04-19,Mumbai Indians,Kolkata Knight Riders,4,1,1.2,4,1,133
20466,2010-04-19,Mumbai Indians,Kolkata Knight Riders,5,1,1.3,5,1,133
20467,2010-04-19,Mumbai Indians,Kolkata Knight Riders,5,1,1.4,5,1,133
20468,2010-04-19,Mumbai Indians,Kolkata Knight Riders,7,1,1.5,7,1,133
20469,2010-04-19,Mumbai Indians,Kolkata Knight Riders,7,1,1.6,7,1,133
20470,2010-04-19,Mumbai Indians,Kolkata Knight Riders,8,1,2.1,8,1,133
20471,2010-04-19,Mumbai Indians,Kolkata Knight Riders,12,1,2.2,12,1,133
20472,2010-04-19,Mumbai Indians,Kolkata Knight Riders,13,1,2.3,13,1,133
20473,2010-04-19,Mumbai Indians,Kolkata Knight Riders,14,1,2.4,14,1,133
20474,2010-04-19,Mumbai Indians,Kolkata Knight Riders,14,2,2.5,14,2,133
20475,2010-04-19,Mumbai Indians,Kolkata Knight Riders,14,2,2.6,14,2,133
20476,2010-04-19,Mumbai Indians,Kolkata Knight Riders,16,2,3.1,16,2,133
20477,2010-04-19,Mumbai Indians,Kolkata Knight Riders,16,2,3.2,16,2,133
20478,2010-04-19,Mumbai Indians,Kolkata Knight Riders,17,2,3.2,17,2,133
20479,2010-04-19,Mumbai Indians,Kolkata Knight Riders,17,2,3.3,17,2,133
20480,2010-04-19,Mumbai Indians,Kolkata Knight Riders,21,2,3.4,21,2,133
20481,2010-04-19,Mumbai Indians,Kolkata Knight Riders,21,2,3.5,21,2,133
20482,2010-04-19,Mumbai Indians,Kolkata Knight Riders,22,2,3.6,22,2,133
20483,2010-04-19,Mumbai Indians,Kolkata Knight Riders,22,2,4.1,22,2,133
20484,2010-04-19,Mumbai Indians,Kolkata Knight Riders,22,2,4.2,22,2,133
20485,2010-04-19,Mumbai Indians,Kolkata Knight Riders,23,2,4.3,23,2,133
20486,2010-04-19,Mumbai Indians,Kolkata Knight Riders,27,2,4.4,27,2,133
20487,2010-04-19,Mumbai Indians,Kolkata Knight Riders,29,2,4.5,29,2,133
20488,2010-04-19,Mumbai Indians,Kolkata Knight Riders,29,2,4.6,28,2,133
20489,2010-04-19,Mumbai Indians,Kolkata Knight Riders,30,2,5.1,29,2,133
20490,2010-04-19,Mumbai Indians,Kolkata Knight Riders,30,2,5.2,28,2,133
20491,2010-04-19,Mumbai Indians,Kolkata Knight Riders,31,2,5.3,29,2,133
20492,2010-04-19,Mumbai Indians,Kolkata Knight Riders,37,2,5.4,35,1,133
20493,2010-04-19,Mumbai Indians,Kolkata Knight Riders,38,2,5.5,35,1,133
20494,2010-04-19,Mumbai Indians,Kolkata Knight Riders,42,2,5.6,39,1,133
20495,2010-04-19,Mumbai Indians,Kolkata Knight Riders,42,2,6.1,38,1,133
20496,2010-04-19,Mumbai Indians,Kolkata Knight Riders,43,2,6.2,38,1,133
20497,2010-04-19,Mumbai Indians,Kolkata Knight Riders,44,2,6.3,39,1,133
20498,2010-04-19,Mumbai Indians,Kolkata Knight Riders,45,2,6.4,38,1,133
20499,2010-04-19,Mumbai Indians,Kolkata Knight Riders,46,2,6.5,39,1,133
20500,2010-04-19,Mumbai Indians,Kolkata Knight Riders,47,2,6.6,39,1,133
20501,2010-04-19,Mumbai Indians,Kolkata Knight Riders,49,2,7.1,37,1,133
20502,2010-04-19,Mumbai Indians,Kolkata Knight Riders,53,2,7.2,40,1,133
20503,2010-04-19,Mumbai Indians,Kolkata Knight Riders,53,2,7.3,39,1,133
20504,2010-04-19,Mumbai Indians,Kolkata Knight Riders,54,2,7.4,40,0,133
20505,2010-04-19,Mumbai Indians,Kolkata Knight Riders,54,2,7.5,40,0,133
20506,2010-04-19,Mumbai Indians,Kolkata Knight Riders,54,2,7.6,38,0,133
20507,2010-04-19,Mumbai Indians,Kolkata Knight Riders,58,2,8.1,42,0,133
20508,2010-04-19,Mumbai Indians,Kolkata Knight Riders,59,2,8.2,42,0,133
20509,2010-04-19,Mumbai Indians,Kolkata Knight Riders,60,2,8.3,43,0,133
20510,2010-04-19,Mumbai Indians,Kolkata Knight Riders,64,2,8.4,43,0,133
20511,2010-04-19,Mumbai Indians,Kolkata Knight Riders,66,2,8.5,45,0,133
20512,2010-04-19,Mumbai Indians,Kolkata Knight Riders,66,2,8.6,44,0,133
20513,2010-04-19,Mumbai Indians,Kolkata Knight Riders,66,2,9.1,44,0,133
20514,2010-04-19,Mumbai Indians,Kolkata Knight Riders,66,2,9.2,44,0,133
20515,2010-04-19,Mumbai Indians,Kolkata Knight Riders,66,2,9.3,43,0,133
20516,2010-04-19,Mumbai Indians,Kolkata Knight Riders,67,2,9.4,40,0,133
20517,2010-04-19,Mumbai Indians,Kolkata Knight Riders,68,2,9.5,39,0,133
