,date,bat_team,bowl_team,runs,wickets,overs,runs_last_5,wickets_last_5,total
0,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,1,0,0.1,1,0,222
1,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,1,0,0.2,1,0,222
2,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,2,0,0.2,2,0,222
3,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,2,0,0.3,2,0,222
4,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,2,0,0.4,2,0,222
5,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,2,0,0.5,2,0,222
6,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,3,0,0.6,3,0,222
7,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,3,0,1.1,3,0,222
8,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,7,0,1.2,7,0,222
9,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,11,0,1.3,11,0,222
10,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,17,0,1.4,17,0,222
11,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,21,0,1.5,21,0,222
12,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,21,0,1.6,21,0,222
13,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,21,0,2.1,21,0,222
14,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,21,0,2.2,21,0,222
15,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,22,0,2.3,22,0,222
16,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,26,0,2.4,26,0,222
17,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,27,0,2.5,27,0,222
18,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,27,0,2.6,27,0,222
19,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,32,0,3.0,32,0,222
20,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,38,0,3.1,38,0,222
21,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,39,0,3.2,39,0,222
22,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,43,0,3.3,43,0,222
23,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,43,0,3.4,43,0,222
24,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,44,0,3.5,44,0,222
25,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,50,0,3.6,50,0,222
26,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,54,0,4.1,54,0,222
27,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,55,0,4.2,55,0,222
28,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,59,0,4.3,59,0,222
29,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,59,0,4.4,59,0,222
30,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,60,0,4.5,59,0,222
31,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,60,0,4.6,59,0,222
32,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,61,0,5.1,59,0,222
33,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.2,59,1,222
34,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.3,59,1,222
35,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.4,59,1,222
36,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.5,58,1,222
37,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.6,58,1,222
38,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,62,1,6.1,55,1,222
39,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,63,1,6.2,52,1,222
40,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,64,1,6.3,47,1,222
41,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,66,1,6.4,45,1,222
42,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,67,1,6.5,46,1,222
43,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,68,1,6.6,47,1,222
44,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,68,1,7.1,47,1,222
45,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,69,1,7.2,47,1,222
46,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,70,1,7.3,44,1,222
47,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,71,1,7.4,44,1,222
48,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,72,1,7.5,45,1,222
49,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,73,1,7.6,41,1,222
50,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,73,1,8.1,35,1,222
51,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,73,1,8.2,34,1,222
52,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,73,1,8.3,30,1,222
53,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,74,1,8.4,31,1,222
54,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,75,1,8.5,31,1,222
55,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,77,1,8.6,27,1,222
56,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,78,1,9.1,24,1,222
57,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,79,1,9.2,24,1,222
58,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,80,1,9.3,21,1,222
59,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,80,1,9.4,21,1,222
60,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,86,1,9.5,26,1,222
61,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,87,1,9.6,27,1,222
62,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,88,1,10.1,27,1,222
63,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,92,1,10.2,31,0,222
64,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,92,1,10.3,31,0,222
65,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,98,1,10.4,37,0,222
66,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,98,1,10.5,37,0,222
67,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,102,1,10.6,41,0,222
68,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,102,1,11.1,40,0,222
69,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,108,1,11.2,45,0,222
70,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,110,1,11.3,46,0,222
71,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,111,1,11.4,45,0,222
72,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,111,1,11.5,44,0,222
73,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,112,1,11.6,44,0,222
74,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,112,2,12.1,44,1,222
75,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,116,2,12.2,47,1,222
76,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,116,2,12.3,46,1,222
77,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,118,2,12.4,47,1,222
78,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,119,2,12.4,47,1,222
79,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,123,2,12.5,50,1,222
80,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,124,2,12.6,51,1,222
81,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,125,2,13.1,52,1,222
82,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,125,2,13.2,52,1,222
83,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,126,2,13.3,52,1,222
84,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,127,2,13.4,52,1,222
85,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,128,2,13.5,51,1,222
86,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,130,2,13.6,52,1,222
87,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,134,2,14.1,55,1,222
88,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,135,2,14.2,55,1,222
89,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,141,2,14.3,61,1,222
90,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,145,2,14.4,59,1,222
91,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,147,2,14.4,60,1,222
92,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,148,2,14.5,60,1,222
93,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,154,2,14.6,62,1,222
94,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,154,2,15.1,62,1,222
95,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,155,2,15.2,57,1,222
96,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,157,2,15.3,59,1,222
97,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,157,2,15.4,55,1,222
98,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,158,2,15.5,56,1,222
99,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,158,2,15.6,50,1,222
100,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,159,2,16.1,49,1,222
101,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,161,2,16.2,50,1,222
102,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,162,2,16.3,51,1,222
103,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,168,2,16.4,56,1,222
104,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,170,2,16.5,58,0,222
105,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,172,2,16.6,56,0,222
106,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,172,3,17.1,56,1,222
107,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,173,3,17.2,55,1,222
108,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,173,3,17.3,54,1,222
109,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,174,3,17.4,51,1,222
110,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,178,3,17.5,54,1,222
111,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,179,3,17.6,54,1,222
112,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,185,3,18.1,60,1,222
113,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,185,3,18.2,59,1,222
114,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,191,3,18.3,64,1,222
115,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,195,3,18.4,67,1,222
116,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,196,3,18.5,66,1,222
117,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,200,3,18.6,66,1,222
118,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,206,3,19.1,71,1,222
119,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,212,3,19.2,71,1,222
120,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,214,3,19.3,69,1,222
121,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,214,3,19.4,67,1,222
122,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,216,3,19.5,68,1,222
123,2008-04-18,Kolkata Knight Riders,Royal Challengers Bangalore,222,3,19.6,68,1,222
124,2008-04-19,Chennai Super Kings,Kings XI Punjab,0,0,0.1,0,0,240
125,2008-04-19,Chennai Super Kings,Kings XI Punjab,0,0,0.2,0,0,240
126,2008-04-19,Chennai Super Kings,Kings XI Punjab,1,0,0.3,1,0,240
127,2008-04-19,Chennai Super Kings,Kings XI Punjab,1,0,0.4,1,0,240
128,2008-04-19,Chennai Super Kings,Kings XI Punjab,5,0,0.5,5,0,240
129,2008-04-19,Chennai Super Kings,Kings XI Punjab,5,0,0.6,5,0,240
130,2008-04-19,Chennai Super Kings,Kings XI Punjab,9,0,1.1,9,0,240
131,2008-04-19,Chennai Super Kings,Kings XI Punjab,13,0,1.2,13,0,240
132,2008-04-19,Chennai Super Kings,Kings XI Punjab,17,0,1.3,17,0,240
133,2008-04-19,Chennai Super Kings,Kings XI Punjab,19,0,1.4,19,0,240
134,2008-04-19,Chennai Super Kings,Kings XI Punjab,20,0,1.4,20,0,240
135,2008-04-19,Chennai Super Kings,Kings XI Punjab,20,0,1.5,20,0,240
136,2008-04-19,Chennai Super Kings,Kings XI Punjab,20,0,1.6,20,0,240
137,2008-04-19,Chennai Super Kings,Kings XI Punjab,20,0,2.1,20,0,240
138,2008-04-19,Chennai Super Kings,Kings XI Punjab,25,0,2.1,25,0,240
139,2008-04-19,Chennai Super Kings,Kings XI Punjab,25,0,2.2,25,0,240
140,2008-04-19,Chennai Super Kings,Kings XI Punjab,26,0,2.3,26,0,240
141,2008-04-19,Chennai Super Kings,Kings XI Punjab,26,1,2.4,26,1,240
142,2008-04-19,Chennai Super Kings,Kings XI Punjab,27,1,2.5,27,1,240
143,2008-04-19,Chennai Super Kings,Kings XI Punjab,27,1,2.6,27,1,240
144,2008-04-19,Chennai Super Kings,Kings XI Punjab,27,1,3.1,27,1,240
145,2008-04-19,Chennai Super Kings,Kings XI Punjab,27,1,3.2,27,1,240
146,2008-04-19,Chennai Super Kings,Kings XI Punjab,28,1,3.3,28,1,240
147,2008-04-19,Chennai Super Kings,Kings XI Punjab,29,1,3.4,29,1,240
148,2008-04-19,Chennai Super Kings,Kings XI Punjab,29,1,3.5,29,1,240
149,2008-04-19,Chennai Super Kings,Kings XI Punjab,33,1,3.6,33,1,240
150,2008-04-19,Chennai Super Kings,Kings XI Punjab,33,1,4.1,33,1,240
151,2008-04-19,Chennai Super Kings,Kings XI Punjab,34,1,4.2,34,1,240
152,2008-04-19,Chennai Super Kings,Kings XI Punjab,38,1,4.3,38,1,240
153,2008-04-19,Chennai Super Kings,Kings XI Punjab,42,1,4.4,42,1,240
154,2008-04-19,Chennai Super Kings,Kings XI Punjab,42,1,4.5,42,1,240
155,2008-04-19,Chennai Super Kings,Kings XI Punjab,42,1,4.6,42,1,240
156,2008-04-19,Chennai Super Kings,Kings XI Punjab,46,1,5.1,45,1,240
157,2008-04-19,Chennai Super Kings,Kings XI Punjab,52,1,5.2,51,1,240
158,2008-04-19,Chennai Super Kings,Kings XI Punjab,52,1,5.3,47,1,240
159,2008-04-19,Chennai Super Kings,Kings XI Punjab,53,1,5.4,48,1,240
160,2008-04-19,Chennai Super Kings,Kings XI Punjab,53,1,5.5,44,1,240
161,2008-04-19,Chennai Super Kings,Kings XI Punjab,53,1,5.6,40,1,240
162,2008-04-19,Chennai Super Kings,Kings XI Punjab,57,1,6.1,40,1,240
163,2008-04-19,Chennai Super Kings,Kings XI Punjab,57,2,6.2,38,2,240
164,2008-04-19,Chennai Super Kings,Kings XI Punjab,58,2,6.3,38,2,240
165,2008-04-19,Chennai Super Kings,Kings XI Punjab,60,2,6.4,40,2,240
166,2008-04-19,Chennai Super Kings,Kings XI Punjab,61,2,6.5,41,2,240
167,2008-04-19,Chennai Super Kings,Kings XI Punjab,62,2,6.6,42,2,240
168,2008-04-19,Chennai Super Kings,Kings XI Punjab,62,3,7.1,37,3,240
169,2008-04-19,Chennai Super Kings,Kings XI Punjab,63,3,7.2,38,3,240
170,2008-04-19,Chennai Super Kings,Kings XI Punjab,63,3,7.3,37,3,240
171,2008-04-19,Chennai Super Kings,Kings XI Punjab,64,3,7.4,38,2,240
172,2008-04-19,Chennai Super Kings,Kings XI Punjab,70,3,7.5,43,2,240
173,2008-04-19,Chennai Super Kings,Kings XI Punjab,70,3,7.6,43,2,240
174,2008-04-19,Chennai Super Kings,Kings XI Punjab,71,3,8.1,44,2,240
175,2008-04-19,Chennai Super Kings,Kings XI Punjab,75,3,8.2,48,2,240
176,2008-04-19,Chennai Super Kings,Kings XI Punjab,76,3,8.3,48,2,240
177,2008-04-19,Chennai Super Kings,Kings XI Punjab,76,3,8.4,47,2,240
178,2008-04-19,Chennai Super Kings,Kings XI Punjab,82,3,8.5,53,2,240
179,2008-04-19,Chennai Super Kings,Kings XI Punjab,83,3,8.6,50,2,240
180,2008-04-19,Chennai Super Kings,Kings XI Punjab,85,3,9.1,52,2,240
181,2008-04-19,Chennai Super Kings,Kings XI Punjab,86,3,9.2,52,2,240
182,2008-04-19,Chennai Super Kings,Kings XI Punjab,87,3,9.3,49,2,240
183,2008-04-19,Chennai Super Kings,Kings XI Punjab,87,3,9.4,45,2,240
184,2008-04-19,Chennai Super Kings,Kings XI Punjab,87,3,9.5,45,2,240
185,2008-04-19,Chennai Super Kings,Kings XI Punjab,88,3,9.6,46,2,240
186,2008-04-19,Chennai Super Kings,Kings XI Punjab,94,3,10.1,48,2,240
187,2008-04-19,Chennai Super Kings,Kings XI Punjab,95,3,10.2,43,2,240
188,2008-04-19,Chennai Super Kings,Kings XI Punjab,97,3,10.3,45,2,240
189,2008-04-19,Chennai Super Kings,Kings XI Punjab,97,3,10.4,44,2,240
190,2008-04-19,Chennai Super Kings,Kings XI Punjab,103,3,10.5,50,2,240
191,2008-04-19,Chennai Super Kings,Kings XI Punjab,107,3,10.6,54,2,240
192,2008-04-19,Chennai Super Kings,Kings XI Punjab,113,3,11.1,56,2,240
193,2008-04-19,Chennai Super Kings,Kings XI Punjab,117,3,11.2,60,1,240
194,2008-04-19,Chennai Super Kings,Kings XI Punjab,118,3,11.3,60,1,240
195,2008-04-19,Chennai Super Kings,Kings XI Punjab,124,3,11.4,64,1,240
196,2008-04-19,Chennai Super Kings,Kings XI Punjab,125,3,11.5,64,1,240
197,2008-04-19,Chennai Super Kings,Kings XI Punjab,127,3,11.6,65,1,240
198,2008-04-19,Chennai Super Kings,Kings XI Punjab,128,3,12.0,66,0,240
199,2008-04-19,Chennai Super Kings,Kings XI Punjab,128,4,12.1,65,1,240
200,2008-04-19,Chennai Super Kings,Kings XI Punjab,129,4,12.2,66,1,240
201,2008-04-19,Chennai Super Kings,Kings XI Punjab,130,4,12.2,66,1,240
202,2008-04-19,Chennai Super Kings,Kings XI Punjab,130,4,12.3,60,1,240
203,2008-04-19,Chennai Super Kings,Kings XI Punjab,131,4,12.4,61,1,240
204,2008-04-19,Chennai Super Kings,Kings XI Punjab,132,4,12.5,61,1,240
205,2008-04-19,Chennai Super Kings,Kings XI Punjab,133,4,12.6,58,1,240
206,2008-04-19,Chennai Super Kings,Kings XI Punjab,134,4,13.1,58,1,240
207,2008-04-19,Chennai Super Kings,Kings XI Punjab,134,4,13.2,58,1,240
208,2008-04-19,Chennai Super Kings,Kings XI Punjab,135,4,13.3,53,1,240
209,2008-04-19,Chennai Super Kings,Kings XI Punjab,136,4,13.4,53,1,240
210,2008-04-19,Chennai Super Kings,Kings XI Punjab,142,4,13.5,57,1,240
211,2008-04-19,Chennai Super Kings,Kings XI Punjab,143,4,13.6,57,1,240
212,2008-04-19,Chennai Super Kings,Kings XI Punjab,147,4,14.1,60,1,240
213,2008-04-19,Chennai Super Kings,Kings XI Punjab,148,4,14.2,61,1,240
214,2008-04-19,Chennai Super Kings,Kings XI Punjab,150,4,14.3,63,1,240
215,2008-04-19,Chennai Super Kings,Kings XI Punjab,151,4,14.4,63,1,240
216,2008-04-19,Chennai Super Kings,Kings XI Punjab,155,4,14.5,61,1,240
217,2008-04-19,Chennai Super Kings,Kings XI Punjab,161,4,14.6,66,1,240
218,2008-04-19,Chennai Super Kings,Kings XI Punjab,167,4,15.1,70,1,240
219,2008-04-19,Chennai Super Kings,Kings XI Punjab,167,4,15.2,70,1,240
220,2008-04-19,Chennai Super Kings,Kings XI Punjab,167,5,15.3,64,2,240
221,2008-04-19,Chennai Super Kings,Kings XI Punjab,167,5,15.4,60,2,240
222,2008-04-19,Chennai Super Kings,Kings XI Punjab,168,5,15.5,55,2,240
223,2008-04-19,Chennai Super Kings,Kings XI Punjab,169,5,15.6,52,2,240
224,2008-04-19,Chennai Super Kings,Kings XI Punjab,170,5,16.1,52,2,240
225,2008-04-19,Chennai Super Kings,Kings XI Punjab,171,5,16.2,47,2,240
226,2008-04-19,Chennai Super Kings,Kings XI Punjab,177,5,16.3,52,2,240
227,2008-04-19,Chennai Super Kings,Kings XI Punjab,181,5,16.4,54,2,240
228,2008-04-19,Chennai Super Kings,Kings XI Punjab,182,5,16.5,54,2,240
229,2008-04-19,Chennai Super Kings,Kings XI Punjab,183,5,16.6,55,1,240
230,2008-04-19,Chennai Super Kings,Kings XI Punjab,183,5,17.1,54,1,240
231,2008-04-19,Chennai Super Kings,Kings XI Punjab,187,5,17.2,57,1,240
232,2008-04-19,Chennai Super Kings,Kings XI Punjab,188,5,17.3,58,1,240
233,2008-04-19,Chennai Super Kings,Kings XI Punjab,190,5,17.4,59,1,240
234,2008-04-19,Chennai Super Kings,Kings XI Punjab,196,5,17.5,64,1,240
235,2008-04-19,Chennai Super Kings,Kings XI Punjab,200,5,17.6,67,1,240
236,2008-04-19,Chennai Super Kings,Kings XI Punjab,204,5,18.1,70,1,240
237,2008-04-19,Chennai Super Kings,Kings XI Punjab,205,5,18.2,71,1,240
238,2008-04-19,Chennai Super Kings,Kings XI Punjab,206,5,18.3,71,1,240
239,2008-04-19,Chennai Super Kings,Kings XI Punjab,207,5,18.4,71,1,240
240,2008-04-19,Chennai Super Kings,Kings XI Punjab,213,5,18.5,71,1,240
241,2008-04-19,Chennai Super Kings,Kings XI Punjab,215,5,18.6,72,1,240
242,2008-04-19,Chennai Super Kings,Kings XI Punjab,221,5,19.1,74,1,240
243,2008-04-19,Chennai Super Kings,Kings XI Punjab,227,5,19.2,79,1,240
244,2008-04-19,Chennai Super Kings,Kings XI Punjab,231,5,19.3,81,1,240
245,2008-04-19,Chennai Super Kings,Kings XI Punjab,232,5,19.4,81,1,240
246,2008-04-19,Chennai Super Kings,Kings XI Punjab,238,5,19.5,83,1,240
247,2008-04-19,Chennai Super Kings,Kings XI Punjab,240,5,19.6,79,1,240
248,2008-04-19,Rajasthan Royals,Delhi Daredevils,0,0,0.1,0,0,129
249,2008-04-19,Rajasthan Royals,Delhi Daredevils,0,0,0.2,0,0,129
250,2008-04-19,Rajasthan Royals,Delhi Daredevils,0,0,0.3,0,0,129
251,2008-04-19,Rajasthan Royals,Delhi Daredevils,1,0,0.3,1,0,129
252,2008-04-19,Rajasthan Royals,Delhi Daredevils,1,0,0.4,1,0,129
253,2008-04-19,Rajasthan Royals,Delhi Daredevils,1,0,0.5,1,0,129
254,2008-04-19,Rajasthan Royals,Delhi Daredevils,7,0,0.6,7,0,129
255,2008-04-19,Rajasthan Royals,Delhi Daredevils,8,0,1.1,8,0,129
256,2008-04-19,Rajasthan Royals,Delhi Daredevils,8,0,1.2,8,0,129
257,2008-04-19,Rajasthan Royals,Delhi Daredevils,8,0,1.3,8,0,129
258,2008-04-19,Rajasthan Royals,Delhi Daredevils,9,0,1.4,9,0,129
259,2008-04-19,Rajasthan Royals,Delhi Daredevils,13,0,1.5,13,0,129
260,2008-04-19,Rajasthan Royals,Delhi Daredevils,17,0,1.6,17,0,129
261,2008-04-19,Rajasthan Royals,Delhi Daredevils,17,0,2.1,17,0,129
262,2008-04-19,Rajasthan Royals,Delhi Daredevils,17,0,2.2,17,0,129
263,2008-04-19,Rajasthan Royals,Delhi Daredevils,17,1,2.3,17,1,129
264,2008-04-19,Rajasthan Royals,Delhi Daredevils,17,1,2.4,17,1,129
265,2008-04-19,Rajasthan Royals,Delhi Daredevils,17,1,2.5,17,1,129
266,2008-04-19,Rajasthan Royals,Delhi Daredevils,17,1,2.6,17,1,129
267,2008-04-19,Rajasthan Royals,Delhi Daredevils,18,1,3.1,18,1,129
268,2008-04-19,Rajasthan Royals,Delhi Daredevils,22,1,3.2,22,1,129
269,2008-04-19,Rajasthan Royals,Delhi Daredevils,26,1,3.3,26,1,129
270,2008-04-19,Rajasthan Royals,Delhi Daredevils,27,1,3.4,27,1,129
271,2008-04-19,Rajasthan Royals,Delhi Daredevils,27,2,3.5,27,2,129
272,2008-04-19,Rajasthan Royals,Delhi Daredevils,31,2,3.6,31,2,129
273,2008-04-19,Rajasthan Royals,Delhi Daredevils,31,2,4.1,31,2,129
274,2008-04-19,Rajasthan Royals,Delhi Daredevils,31,2,4.2,31,2,129
275,2008-04-19,Rajasthan Royals,Delhi Daredevils,32,2,4.3,32,2,129
276,2008-04-19,Rajasthan Royals,Delhi Daredevils,36,2,4.4,36,2,129
277,2008-04-19,Rajasthan Royals,Delhi Daredevils,36,2,4.5,36,2,129
278,2008-04-19,Rajasthan Royals,Delhi Daredevils,37,2,4.6,37,2,129
279,2008-04-19,Rajasthan Royals,Delhi Daredevils,37,2,5.1,37,2,129
280,2008-04-19,Rajasthan Royals,Delhi Daredevils,38,2,5.2,38,2,129
281,2008-04-19,Rajasthan Royals,Delhi Daredevils,38,2,5.3,37,2,129
282,2008-04-19,Rajasthan Royals,Delhi Daredevils,39,2,5.4,38,2,129
283,2008-04-19,Rajasthan Royals,Delhi Daredevils,40,2,5.5,39,2,129
284,2008-04-19,Rajasthan Royals,Delhi Daredevils,40,2,5.6,33,2,129
285,2008-04-19,Rajasthan Royals,Delhi Daredevils,40,2,6.1,32,2,129
286,2008-04-19,Rajasthan Royals,Delhi Daredevils,41,3,6.2,33,3,129
287,2008-04-19,Rajasthan Royals,Delhi Daredevils,43,3,6.3,35,3,129
288,2008-04-19,Rajasthan Royals,Delhi Daredevils,43,3,6.4,34,3,129
289,2008-04-19,Rajasthan Royals,Delhi Daredevils,43,3,6.5,30,3,129
290,2008-04-19,Rajasthan Royals,Delhi Daredevils,44,3,6.6,27,3,129
291,2008-04-19,Rajasthan Royals,Delhi Daredevils,45,3,7.1,28,3,129
292,2008-04-19,Rajasthan Royals,Delhi Daredevils,46,3,7.2,29,3,129
293,2008-04-19,Rajasthan Royals,Delhi Daredevils,47,3,7.3,30,2,129
294,2008-04-19,Rajasthan Royals,Delhi Daredevils,47,4,7.4,30,3,129
295,2008-04-19,Rajasthan Royals,Delhi Daredevils,47,4,7.5,30,3,129
296,2008-04-19,Rajasthan Royals,Delhi Daredevils,48,4,7.6,31,3,129
297,2008-04-19,Rajasthan Royals,Delhi Daredevils,48,4,8.1,30,3,129
298,2008-04-19,Rajasthan Royals,Delhi Daredevils,48,4,8.2,26,3,129
299,2008-04-19,Rajasthan Royals,Delhi Daredevils,49,4,8.3,23,3,129
300,2008-04-19,Rajasthan Royals,Delhi Daredevils,50,4,8.4,23,3,129
301,2008-04-19,Rajasthan Royals,Delhi Daredevils,50,4,8.5,23,2,129
302,2008-04-19,Rajasthan Royals,Delhi Daredevils,51,4,8.6,20,2,129
303,2008-04-19,Rajasthan Royals,Delhi Daredevils,52,4,9.1,21,2,129
304,2008-04-19,Rajasthan Royals,Delhi Daredevils,53,4,9.2,22,2,129
305,2008-04-19,Rajasthan Royals,Delhi Daredevils,54,4,9.3,22,2,129
306,2008-04-19,Rajasthan Royals,Delhi Daredevils,55,4,9.4,19,2,129
307,2008-04-19,Rajasthan Royals,Delhi Daredevils,56,4,9.5,20,2,129
308,2008-04-19,Rajasthan Royals,Delhi Daredevils,57,4,9.6,20,2,129
309,2008-04-19,Rajasthan Royals,Delhi Daredevils,57,4,10.1,20,2,129
